human,mouse,DB
CYP2D6,Cyp2d40,Ensembl/Biomart
CYP2D6,Cyp2d9,Ensembl/Biomart
CYP2D7,Cyp2d10,Ensembl/Biomart
CYP2D7,Cyp2d11,Ensembl/Biomart
CYP2D7,Cyp2d12,Ensembl/Biomart
CYP2D7,Cyp2d22,Ensembl/Biomart
CYP2D7,Cyp2d26,Ensembl/Biomart
CYP2D7,Cyp2d34,Ensembl/Biomart
CYP2D7,Cyp2d40,Ensembl/Biomart
CYP2D7,Cyp2d9,Ensembl/Biomart
CYP2J2,Cyp2j13,Ensembl/Biomart
CYP2J2,Cyp2j9,Ensembl/Biomart
CYP3A4,Cyp3a11,Ensembl/Biomart
CYP3A4,Cyp3a13,Ensembl/Biomart
CYP3A4,Cyp3a16,Ensembl/Biomart
CYP3A4,Cyp3a25,Ensembl/Biomart
CYP3A4,Cyp3a41a,Ensembl/Biomart
CYP3A4,Cyp3a41b,Ensembl/Biomart
CYP3A4,Cyp3a44,Ensembl/Biomart
CYP3A4,Cyp3a57,Ensembl/Biomart
CYP3A4,Cyp3a59,Ensembl/Biomart
CYP3A43,Cyp3a11,Ensembl/Biomart
CYP3A43,Cyp3a13,Ensembl/Biomart
CYP3A43,Cyp3a16,Ensembl/Biomart
CYP3A43,Cyp3a25,Ensembl/Biomart
CYP3A43,Cyp3a41a,Ensembl/Biomart
CYP3A43,Cyp3a41b,Ensembl/Biomart
CYP3A43,Cyp3a44,Ensembl/Biomart
CYP3A43,Cyp3a57,Ensembl/Biomart
CYP3A43,Cyp3a59,Ensembl/Biomart
CYP3A5,Cyp3a13,Ensembl/Biomart
CYP3A5,Cyp3a25,Ensembl/Biomart
CYP3A5,Cyp3a57,Ensembl/Biomart
CYP3A5,Cyp3a59,Ensembl/Biomart
CYP3A7,Cyp3a11,Ensembl/Biomart
CYP3A7,Cyp3a16,Ensembl/Biomart
CYP3A7,Cyp3a25,Ensembl/Biomart
CYP3A7,Cyp3a41a,Ensembl/Biomart
CYP3A7,Cyp3a41b,Ensembl/Biomart
CYP3A7,Cyp3a44,Ensembl/Biomart
CYP3A7,Cyp3a57,Ensembl/Biomart
CYP3A7,Cyp3a59,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a11,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a13,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a16,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a25,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a41a,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a41b,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a44,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a57,Ensembl/Biomart
CYP3A7-CYP3A51P,Cyp3a59,Ensembl/Biomart
CYP4A11,Cyp4a30b,Ensembl/Biomart
CYP4A22,Cyp4a10,Ensembl/Biomart
CYP4A22,Cyp4a30b,Ensembl/Biomart
CYP4A22,Cyp4a31,Ensembl/Biomart
CYP4A22,Cyp4a32,Ensembl/Biomart
CYP4F11,Cyp4a10,Ensembl/Biomart
CYP4F11,Cyp4a30b,Ensembl/Biomart
CYP4F11,Cyp4a31,Ensembl/Biomart
CYP4F11,Cyp4a32,Ensembl/Biomart
CYP4F12,Cyp4a10,Ensembl/Biomart
CYP4F12,Cyp4a30b,Ensembl/Biomart
CYP4F12,Cyp4a31,Ensembl/Biomart
CYP4F12,Cyp4a32,Ensembl/Biomart
CYP4F2,Cyp4f14,Ensembl/Biomart
CYP4F2,Cyp4f15,Ensembl/Biomart
CYP4F2,Cyp4f40,Ensembl/Biomart
CYP4F3,Cyp4f18,Ensembl/Biomart
CYP4F8,Cyp4f13,Ensembl/Biomart
CYP4F8,Cyp4f16,Ensembl/Biomart
CYP4F8,Cyp4f17,Ensembl/Biomart
CYP4F8,Cyp4f37,Ensembl/Biomart
CYSTM1,Cystm1,Ensembl/Biomart
DAZAP1,Dazap1,Ensembl/Biomart
DCAF12L2,Dcaf12l1,Ensembl/Biomart
DCAF4L2,Dcaf4,Ensembl/Biomart
DCAF8L1,Pet2,Ensembl/Biomart
DCAF8L2,Pet2,Ensembl/Biomart
DEFA5,AY761184,Ensembl/Biomart
DEFA5,AY761185,Ensembl/Biomart
DEFA5,Defa17,Ensembl/Biomart
DEFA5,Defa2,Ensembl/Biomart
DEFA5,Defa20,Ensembl/Biomart
DEFA5,Defa21,Ensembl/Biomart
DEFA5,Defa22,Ensembl/Biomart
DEFA5,Defa23,Ensembl/Biomart
DEFA5,Defa24,Ensembl/Biomart
DEFA5,Defa25,Ensembl/Biomart
DEFA5,Defa26,Ensembl/Biomart
DEFA5,Defa27,Ensembl/Biomart
DEFA5,Defa28,Ensembl/Biomart
DEFA5,Defa29,Ensembl/Biomart
DEFA5,Defa3,Ensembl/Biomart
DEFA5,Defa30,Ensembl/Biomart
DEFA5,Defa31,Ensembl/Biomart
DEFA5,Defa32,Ensembl/Biomart
DEFA5,Defa33,Ensembl/Biomart
DEFA5,Defa34,Ensembl/Biomart
DEFA5,Defa35,Ensembl/Biomart
DEFA5,Defa36,Ensembl/Biomart
DEFA5,Defa37,Ensembl/Biomart
DEFA5,Defa5,Ensembl/Biomart
DEFA5,Gm14851,Ensembl/Biomart
DEFA5,Gm15292,Ensembl/Biomart
DEFA5,Gm15293,Ensembl/Biomart
DEFA5,Gm7849,Ensembl/Biomart
DEFA5,Gm7861,Ensembl/Biomart
DEFA6,AY761184,Ensembl/Biomart
DEFA6,AY761185,Ensembl/Biomart
DEFA6,Defa17,Ensembl/Biomart
DEFA6,Defa2,Ensembl/Biomart
DEFA6,Defa20,Ensembl/Biomart
DEFA6,Defa21,Ensembl/Biomart
DEFA6,Defa22,Ensembl/Biomart
DEFA6,Defa23,Ensembl/Biomart
DEFA6,Defa24,Ensembl/Biomart
DEFA6,Defa25,Ensembl/Biomart
DEFA6,Defa26,Ensembl/Biomart
DEFA6,Defa27,Ensembl/Biomart
DEFA6,Defa28,Ensembl/Biomart
DEFA6,Defa29,Ensembl/Biomart
DEFA6,Defa3,Ensembl/Biomart
DEFA6,Defa30,Ensembl/Biomart
DEFA6,Defa31,Ensembl/Biomart
DEFA6,Defa32,Ensembl/Biomart
DEFA6,Defa33,Ensembl/Biomart
DEFA6,Defa34,Ensembl/Biomart
DEFA6,Defa35,Ensembl/Biomart
DEFA6,Defa36,Ensembl/Biomart
DEFA6,Defa37,Ensembl/Biomart
DEFA6,Defa5,Ensembl/Biomart
DEFA6,Gm14851,Ensembl/Biomart
DEFA6,Gm15292,Ensembl/Biomart
DEFA6,Gm15293,Ensembl/Biomart
DEFA6,Gm7849,Ensembl/Biomart
DEFA6,Gm7861,Ensembl/Biomart
DEFB103A,Defb14,Ensembl/Biomart
DEFB103B,Defb14,Ensembl/Biomart
DEFB104A,Defb15,Ensembl/Biomart
DEFB104A,Defb22,Ensembl/Biomart
DEFB104A,Defb34,Ensembl/Biomart
DEFB104B,Defb15,Ensembl/Biomart
DEFB104B,Defb22,Ensembl/Biomart
DEFB104B,Defb34,Ensembl/Biomart
DEFB105A,Defb35,Ensembl/Biomart
DEFB105B,Defb35,Ensembl/Biomart
DEFB107A,Defb13,Ensembl/Biomart
DEFB107B,Defb13,Ensembl/Biomart
DEFB108B,Defb15,Ensembl/Biomart
DEFB108B,Defb22,Ensembl/Biomart
DEFB108B,Defb34,Ensembl/Biomart
DEFB110,Defb41,Ensembl/Biomart
DEFB115,Defb28,Ensembl/Biomart
DEFB118,Defb21,Ensembl/Biomart
DEFB121,Defb22,Ensembl/Biomart
DEFB123,Defb36,Ensembl/Biomart
DEFB124,Defb25,Ensembl/Biomart
DEFB125,Defb26,Ensembl/Biomart
DEFB127,Defb22,Ensembl/Biomart
DEFB128,Defb20,Ensembl/Biomart
DEFB131A,Defb43,Ensembl/Biomart
DEFB131B,Defb43,Ensembl/Biomart
DEFB132,Defb15,Ensembl/Biomart
DEFB132,Defb22,Ensembl/Biomart
DEFB132,Defb34,Ensembl/Biomart
DEFB134,Defb22,Ensembl/Biomart
DEFB135,Defb30,Ensembl/Biomart
DEFB136,Defb42,Ensembl/Biomart
DEGS1,9130409I23Rik,Ensembl/Biomart
DGCR2,Gm20518,Ensembl/Biomart
DGCR6,Dgcr6,Ensembl/Biomart
DGCR6L,Dgcr6,Ensembl/Biomart
DHDH,Gm45808,Ensembl/Biomart
DHFR2,Dhfr,Ensembl/Biomart
DHRS2,Dhrs2,Ensembl/Biomart
DHRS4L2,Dhrs4,Ensembl/Biomart
DHRS7,Gm4756,Ensembl/Biomart
DIAPH2,Diaph2,Ensembl/Biomart
DIPK1A,Fam69a,Ensembl/Biomart
DIPK1B,Fam69b,Ensembl/Biomart
DIPK1C,Fam69c,Ensembl/Biomart
DIPK2A,1190002N15Rik,Ensembl/Biomart
DIPK2B,4930578C19Rik,Ensembl/Biomart
DMAC2L,Atp5s,Ensembl/Biomart
DNAAF4,Dyx1c1,Ensembl/Biomart
DNAAF4,Gm44503,Ensembl/Biomart
DNAJC25-GNG10,Gm20503,Ensembl/Biomart
DNMT3B,Dnmt3c,Ensembl/Biomart
DPCD,Gm17018,Ensembl/Biomart
DPM1,Gm20716,Ensembl/Biomart
DPPA3,Dppa3,Ensembl/Biomart
DPPA5,Gm10112,Ensembl/Biomart
DRGX,Prrxl1,Ensembl/Biomart
DSG1,Dsg1c,Ensembl/Biomart
DSPP,Dspp,Ensembl/Biomart
DST,Dst,Ensembl/Biomart
DUSP21,Dusp21,Ensembl/Biomart
DUX4,Duxbl1,Ensembl/Biomart
DUX4,Duxbl2,Ensembl/Biomart
DUX4,Duxbl3,Ensembl/Biomart
DYNC1I2,Dync1i2,Ensembl/Biomart
ECI2,Eci3,Ensembl/Biomart
EDA,Eda,Ensembl/Biomart
EDDM13,Epp13,Ensembl/Biomart
EDDM3A,Eddm3b,Ensembl/Biomart
EEF1AKMT4,Eef1akmt4,Ensembl/Biomart
EEF1AKMT4-ECE2,Ece2,Ensembl/Biomart
EEF1AKNMT,Mettl13,Ensembl/Biomart
EFCAB10,Efcab10,Ensembl/Biomart
EFCAB13,Gm11639,Ensembl/Biomart
EHBP1L1,Ehbp1l1,Ensembl/Biomart
EIF1,Eif1,Ensembl/Biomart
EIF1AX,Eif1ax,Ensembl/Biomart
EIF2S3,Eif2s3y,Ensembl/Biomart
EIF2S3B,Eif2s3x,Ensembl/Biomart
EIF3CL,Eif3c,Ensembl/Biomart
EIF4A3,Gm5580,Ensembl/Biomart
EIF4A3,Gm8994,Ensembl/Biomart
EIF5AL1,Eif5a,Ensembl/Biomart
ELF5,Elf5,Ensembl/Biomart
ELN,Eln,Ensembl/Biomart
ELOB,Elob,Ensembl/Biomart
EPPIN,Eppin,Ensembl/Biomart
ERVFRD-1,Gm27179,Ensembl/Biomart
ERVFRD-1,Syna,Ensembl/Biomart
ERVW-1,Gm14226,Ensembl/Biomart
ESRRA,Esrra,Ensembl/Biomart
ESX1,Esx1,Ensembl/Biomart
ETFB,Gm45233,Ensembl/Biomart
EVI5L,Evi5l,Ensembl/Biomart
EWSR1,Ewsr1,Ensembl/Biomart
EXOC1L,Gm7271,Ensembl/Biomart
FABP9,Gm37389,Ensembl/Biomart
FAHD2A,Fahd2a,Ensembl/Biomart
FAIM,Faiml,Ensembl/Biomart
FAM104B,Fam104a,Ensembl/Biomart
FAM122C,Fam122c,Ensembl/Biomart
FAM13A,Fam13a,Ensembl/Biomart
FAM156A,Tmem29,Ensembl/Biomart
FAM169B,Fam169b,Ensembl/Biomart
FAM177A1,1700047I17Rik2,Ensembl/Biomart
FAM177A1,Fam177a,Ensembl/Biomart
FAM183A,Fam183b,Ensembl/Biomart
FAM184B,Fam184b,Ensembl/Biomart
FAM187B,Fam187b,Ensembl/Biomart
FAM193B,Fam193b,Ensembl/Biomart
FAM19A1,Fam19a1,Ensembl/Biomart
FAM19A2,Fam19a2,Ensembl/Biomart
FAM19A3,Fam19a3,Ensembl/Biomart
FAM19A4,Fam19a4,Ensembl/Biomart
FAM19A5,Fam19a5,Ensembl/Biomart
FAM205C,Fam205c,Ensembl/Biomart
FAM206A,Fam206a,Ensembl/Biomart
FAM209A,Fam209,Ensembl/Biomart
FAM236A,1700011M02Rik,Ensembl/Biomart
FAM236A,Gm9112,Ensembl/Biomart
FAM236B,1700011M02Rik,Ensembl/Biomart
FAM236B,Gm9112,Ensembl/Biomart
FAM236C,1700011M02Rik,Ensembl/Biomart
FAM236C,Gm9112,Ensembl/Biomart
FAM236D,1700011M02Rik,Ensembl/Biomart
FAM236D,Gm9112,Ensembl/Biomart
FAM237B,Gm8773,Ensembl/Biomart
FAM240B,Fam240b,Ensembl/Biomart
FAM25A,Fam25c,Ensembl/Biomart
FAM25C,Fam25c,Ensembl/Biomart
FAM25G,Fam25c,Ensembl/Biomart
FAM47E-STBD1,Fam47e,Ensembl/Biomart
FAM72B,Fam72a,Ensembl/Biomart
FAM72C,Fam72a,Ensembl/Biomart
FAM72D,Fam72a,Ensembl/Biomart
FAM84A,Fam84a,Ensembl/Biomart
FAM84B,Fam84b,Ensembl/Biomart
FAM86B1,Eef2kmt,Ensembl/Biomart
FAM86B2,Eef2kmt,Ensembl/Biomart
FAM86C1,Eef2kmt,Ensembl/Biomart
FAM90A1,Fam90a1a,Ensembl/Biomart
FAM90A26,Fam90a1a,Ensembl/Biomart
FAM90A26,Fam90a1b,Ensembl/Biomart
FAM9A,Gm1140,Ensembl/Biomart
FAM9A,Gm14692,Ensembl/Biomart
FAM9A,Xlr5a,Ensembl/Biomart
FAM9A,Xlr5b,Ensembl/Biomart
FAM9A,Xlr5c,Ensembl/Biomart
FAM9B,Gm1140,Ensembl/Biomart
FAM9B,Gm14692,Ensembl/Biomart
FAM9B,Xlr5a,Ensembl/Biomart
FAM9B,Xlr5b,Ensembl/Biomart
FAM9B,Xlr5c,Ensembl/Biomart
FAM9C,Gm1140,Ensembl/Biomart
FAM9C,Gm14692,Ensembl/Biomart
FAM9C,Xlr5a,Ensembl/Biomart
FAM9C,Xlr5b,Ensembl/Biomart
FAM9C,Xlr5c,Ensembl/Biomart
FATE1,Fate1,Ensembl/Biomart
FAXDC2,Gm12248,Ensembl/Biomart
FBLL1,Fbll1,Ensembl/Biomart
FBXL22,Fbxl22,Ensembl/Biomart
FBXO38,Fbxo38,Ensembl/Biomart
FBXW12,Fbxw13,Ensembl/Biomart
FBXW12,Fbxw14,Ensembl/Biomart
FBXW12,Fbxw15,Ensembl/Biomart
FBXW12,Fbxw16,Ensembl/Biomart
FBXW12,Fbxw18,Ensembl/Biomart
FBXW12,Fbxw19,Ensembl/Biomart
FBXW12,Fbxw20,Ensembl/Biomart
FBXW12,Fbxw21,Ensembl/Biomart
FBXW12,Fbxw22,Ensembl/Biomart
FBXW12,Fbxw24,Ensembl/Biomart
FBXW12,Fbxw25,Ensembl/Biomart
FBXW12,Fbxw26,Ensembl/Biomart
FBXW12,Fbxw27,Ensembl/Biomart
FBXW12,Fbxw28,Ensembl/Biomart
FCGR1B,Fcgr1,Ensembl/Biomart
FCGR2A,Fcgr2b,Ensembl/Biomart
FCGR2B,Fcgr3,Ensembl/Biomart
FCGR2C,Fcgr2b,Ensembl/Biomart
FCGR2C,Fcgr3,Ensembl/Biomart
FEM1A,4931440F15Rik,Ensembl/Biomart
FHOD1,Fhod1,Ensembl/Biomart
FKBP1C,Fkbp1a,Ensembl/Biomart
FLG,Flg,Ensembl/Biomart
FLG2,Flg2,Ensembl/Biomart
FMNL1,Fmnl1,Ensembl/Biomart
FMR1NB,Fmr1nb,Ensembl/Biomart
FNBP1L,Fnbp1l,Ensembl/Biomart
FNDC1,Fndc1,Ensembl/Biomart
FOLH1,Folh1,Ensembl/Biomart
FOXB2,Foxb2,Ensembl/Biomart
FOXD4L1,Foxd4,Ensembl/Biomart
FOXD4L3,Foxd4,Ensembl/Biomart
FOXD4L4,Foxd4,Ensembl/Biomart
FOXD4L5,Foxd4,Ensembl/Biomart
FOXD4L6,Foxd4,Ensembl/Biomart
FOXE3,Foxe3,Ensembl/Biomart
FOXN3,Foxn3,Ensembl/Biomart
FOXP1,Foxp1,Ensembl/Biomart
FOXP2,Foxp2,Ensembl/Biomart
FPGT-TNNI3K,Tnni3k,Ensembl/Biomart
FPR3,Fpr-rs3,Ensembl/Biomart
FPR3,Fpr-rs4,Ensembl/Biomart
FPR3,Fpr-rs6,Ensembl/Biomart
FPR3,Fpr-rs7,Ensembl/Biomart
FPR3,Fpr2,Ensembl/Biomart
FPR3,Fpr3,Ensembl/Biomart
FRAT1,Peg12,Ensembl/Biomart
FRG2C,Frg2f1,Ensembl/Biomart
FRMPD3,Frmpd3,Ensembl/Biomart
FSBP,Rad54b,Ensembl/Biomart
FSCB,Fscb,Ensembl/Biomart
FTL,Ftl1-ps1,Ensembl/Biomart
FUK,Fuk,Ensembl/Biomart
FUS,Fus,Ensembl/Biomart
FXYD2,Fxyd2,Ensembl/Biomart
FXYD6-FXYD2,Fxyd2,Ensembl/Biomart
G6PD,G6pd2,Ensembl/Biomart
GABRE,Gabre,Ensembl/Biomart
GALNT2,Gm20388,Ensembl/Biomart
GAR1,Gar1,Ensembl/Biomart
GATD3A,D10Jhu81e,Ensembl/Biomart
GATD3B,D10Jhu81e,Ensembl/Biomart
GBP2,Gbp2b,Ensembl/Biomart
GBP3,Gbp3,Ensembl/Biomart
GBP3,Gbp7,Ensembl/Biomart
GBP6,Gbp8,Ensembl/Biomart
GBP6,Gm43302,Ensembl/Biomart
GCG,Gcg,Ensembl/Biomart
GCOM1,Myzap,Ensembl/Biomart
GDF1,Cers1,Ensembl/Biomart
GGT2,Ggt1,Ensembl/Biomart
GGTLC1,Ggt1,Ensembl/Biomart
GGTLC2,Ggt1,Ensembl/Biomart
GGTLC3,Ggt1,Ensembl/Biomart
GH1,Gh,Ensembl/Biomart
GH2,Gh,Ensembl/Biomart
GIMAP5,Gimap3,Ensembl/Biomart
GIMAP5,Gimap5,Ensembl/Biomart
GJE1,Gje1,Ensembl/Biomart
GK,Gk,Ensembl/Biomart
GK3P,Gk,Ensembl/Biomart
GKN3P,Gkn3,Ensembl/Biomart
GLUD2,Glud1,Ensembl/Biomart
GMCL2,Gmcl1,Ensembl/Biomart
GOLT1A,Gm28040,Ensembl/Biomart
GON7,Gm20604,Ensembl/Biomart
GON7,Gm28051,Ensembl/Biomart
GPC2,Gm43720,Ensembl/Biomart
GPIHBP1,Gpihbp1,Ensembl/Biomart
GPR42,Ffar3,Ensembl/Biomart
GPRASP2,Gprasp2,Ensembl/Biomart
GRAMD1C,Gramd1c,Ensembl/Biomart
GRAPL,Grap,Ensembl/Biomart
GRIFIN,Grifin,Ensembl/Biomart
GSTA5,Gsta3,Ensembl/Biomart
GSTM1,Gm6665,Ensembl/Biomart
GSTM1,Gstm6,Ensembl/Biomart
GSTT4,Gstt4,Ensembl/Biomart
GTF2H2C,Gtf2h2,Ensembl/Biomart
GTF2IRD2,Gtf2ird2,Ensembl/Biomart
GTF2IRD2B,Gtf2ird2,Ensembl/Biomart
GTF3C2,Gm29609,Ensembl/Biomart
GYPA,Gypa,Ensembl/Biomart
GYPB,Gypa,Ensembl/Biomart
GYPE,Gypa,Ensembl/Biomart
GZMB,Gzmb,Ensembl/Biomart
GZMB,Gzmc,Ensembl/Biomart
H1FNT,H1fnt,Ensembl/Biomart
H2AFB1,H2afb2,Ensembl/Biomart
H2AFB1,H2afb3,Ensembl/Biomart
H2AFB2,H2afb3,Ensembl/Biomart
H2AFB3,H2afb2,Ensembl/Biomart
H2BFWT,H2bfm,Ensembl/Biomart
H3F3C,H3f3b,Ensembl/Biomart
HAMP,Hamp,Ensembl/Biomart
HAMP,Hamp2,Ensembl/Biomart
HAVCR1,BC053393,Ensembl/Biomart
HAVCR1,Gm12169,Ensembl/Biomart
HAVCR1,Havcr1,Ensembl/Biomart
HAVCR1,Timd2,Ensembl/Biomart
HBA1,Hba-a2,Ensembl/Biomart
HBE1,Hbb-y,Ensembl/Biomart
HBQ1,Hbq1a,Ensembl/Biomart
HCAR3,Hcar2,Ensembl/Biomart
HDGFL1,Hdgfl1,Ensembl/Biomart
HIGD2B,Higd2a,Ensembl/Biomart
HIST1H1A,Hist1h1a,Ensembl/Biomart
HIST1H1B,Hist1h1b,Ensembl/Biomart
HIST1H1E,Hist1h1e,Ensembl/Biomart
HIST1H2AA,Hist1h2aa,Ensembl/Biomart
HIST1H2AE,Hist1h2ac,Ensembl/Biomart
HIST1H2BD,Hist1h2bm,Ensembl/Biomart
HIST1H2BG,Hist1h2be,Ensembl/Biomart
HJV,Hfe2,Ensembl/Biomart
HLA-DQB2,H2-Ab1,Ensembl/Biomart
HLA-DRB1,H2-Eb2,Ensembl/Biomart
HLA-DRB5,H2-Eb2,Ensembl/Biomart
HMGA2,Gm15262,Ensembl/Biomart
HMGN2,Gm10282,Ensembl/Biomart
HMGN2,Gm20379,Ensembl/Biomart
HMGN2,Hmgn2,Ensembl/Biomart
HMGN3,Hmgn3,Ensembl/Biomart
HMGN5,Hmgn5,Ensembl/Biomart
HNRNPA3,Hnrnpa3,Ensembl/Biomart
HNRNPCL1,Hnrnpc,Ensembl/Biomart
HNRNPCL2,Hnrnpc,Ensembl/Biomart
HNRNPCL3,Hnrnpc,Ensembl/Biomart
HNRNPCL4,Hnrnpc,Ensembl/Biomart
HNRNPUL2-BSCL2,Hnrnpul2,Ensembl/Biomart
HOXD4,Gm28230,Ensembl/Biomart
HPR,Hp,Ensembl/Biomart
HRASLS,Hrasls,Ensembl/Biomart
HRASLS5,Hrasls5,Ensembl/Biomart
HRC,Hrc,Ensembl/Biomart
HRCT1,Hrct1,Ensembl/Biomart
HRG,Hrg,Ensembl/Biomart
HRK,Hrk,Ensembl/Biomart
HRNR,Hrnr,Ensembl/Biomart
HSD3B1,Gm10681,Ensembl/Biomart
HSD3B1,Gm4450,Ensembl/Biomart
HSD3B1,Hsd3b1,Ensembl/Biomart
HSD3B1,Hsd3b4,Ensembl/Biomart
HSD3B1,Hsd3b5,Ensembl/Biomart
HSD3B2,Gm10681,Ensembl/Biomart
HSD3B2,Gm4450,Ensembl/Biomart
HSD3B2,Hsd3b2,Ensembl/Biomart
HSD3B2,Hsd3b3,Ensembl/Biomart
HSD3B2,Hsd3b4,Ensembl/Biomart
HSD3B2,Hsd3b5,Ensembl/Biomart
HSD3B2,Hsd3b6,Ensembl/Biomart
HSDL2,Hsdl2,Ensembl/Biomart
HSPA1A,Hspa1b,Ensembl/Biomart
HSPA1B,Hspa1b,Ensembl/Biomart
HSPB2-C11orf52,Hspb2,Ensembl/Biomart
HYI,Hyi,Ensembl/Biomart
HYPM,Hypm,Ensembl/Biomart
IDI2,Gm9745,Ensembl/Biomart
IDI2,Idi2,Ensembl/Biomart
IFIT1B,Ifit1bl1,Ensembl/Biomart
IFIT1B,Ifit1bl2,Ensembl/Biomart
IFITM1,Ifitm1,Ensembl/Biomart
IFITM1,Ifitm2,Ensembl/Biomart
IFITM1,Ifitm3,Ensembl/Biomart
IFITM1,Ifitm7,Ensembl/Biomart
IFITM10,Ifitm10,Ensembl/Biomart
IFITM2,Ifitm1,Ensembl/Biomart
IFITM2,Ifitm3,Ensembl/Biomart
IFITM2,Ifitm7,Ensembl/Biomart
IFITM3,Ifitm1,Ensembl/Biomart
IFITM3,Ifitm2,Ensembl/Biomart
IFITM3,Ifitm7,Ensembl/Biomart
IFNA1,Ifna1,Ensembl/Biomart
IFNA1,Ifna11,Ensembl/Biomart
IFNA1,Ifna12,Ensembl/Biomart
IFNA1,Ifna13,Ensembl/Biomart
IFNA1,Ifna14,Ensembl/Biomart
IFNA1,Ifna15,Ensembl/Biomart
IFNA1,Ifna16,Ensembl/Biomart
IFNA1,Ifna2,Ensembl/Biomart
IFNA1,Ifna4,Ensembl/Biomart
IFNA1,Ifna5,Ensembl/Biomart
IFNA1,Ifna6,Ensembl/Biomart
IFNA1,Ifna7,Ensembl/Biomart
IFNA1,Ifna9,Ensembl/Biomart
IFNA1,Ifnab,Ensembl/Biomart
IFNA10,Ifna1,Ensembl/Biomart
IFNA10,Ifna11,Ensembl/Biomart
IFNA10,Ifna12,Ensembl/Biomart
IFNA10,Ifna13,Ensembl/Biomart
IFNA10,Ifna14,Ensembl/Biomart
IFNA10,Ifna15,Ensembl/Biomart
IFNA10,Ifna16,Ensembl/Biomart
IFNA10,Ifna2,Ensembl/Biomart
IFNA10,Ifna4,Ensembl/Biomart
IFNA10,Ifna5,Ensembl/Biomart
IFNA10,Ifna6,Ensembl/Biomart
IFNA10,Ifna7,Ensembl/Biomart
IFNA10,Ifna9,Ensembl/Biomart
IFNA10,Ifnab,Ensembl/Biomart
IFNA13,Ifna1,Ensembl/Biomart
IFNA13,Ifna11,Ensembl/Biomart
IFNA13,Ifna12,Ensembl/Biomart
IFNA13,Ifna13,Ensembl/Biomart
IFNA13,Ifna14,Ensembl/Biomart
IFNA13,Ifna15,Ensembl/Biomart
IFNA13,Ifna16,Ensembl/Biomart
IFNA13,Ifna2,Ensembl/Biomart
IFNA13,Ifna4,Ensembl/Biomart
IFNA13,Ifna5,Ensembl/Biomart
IFNA13,Ifna6,Ensembl/Biomart
IFNA13,Ifna7,Ensembl/Biomart
IFNA13,Ifna9,Ensembl/Biomart
IFNA13,Ifnab,Ensembl/Biomart
IFNA14,Ifna1,Ensembl/Biomart
IFNA14,Ifna11,Ensembl/Biomart
IFNA14,Ifna12,Ensembl/Biomart
IFNA14,Ifna13,Ensembl/Biomart
IFNA14,Ifna14,Ensembl/Biomart
IFNA14,Ifna15,Ensembl/Biomart
IFNA14,Ifna16,Ensembl/Biomart
IFNA14,Ifna2,Ensembl/Biomart
IFNA14,Ifna4,Ensembl/Biomart
IFNA14,Ifna5,Ensembl/Biomart
IFNA14,Ifna6,Ensembl/Biomart
IFNA14,Ifna7,Ensembl/Biomart
IFNA14,Ifna9,Ensembl/Biomart
IFNA14,Ifnab,Ensembl/Biomart
IFNA16,Ifna1,Ensembl/Biomart
IFNA16,Ifna11,Ensembl/Biomart
IFNA16,Ifna12,Ensembl/Biomart
IFNA16,Ifna13,Ensembl/Biomart
IFNA16,Ifna14,Ensembl/Biomart
IFNA16,Ifna15,Ensembl/Biomart
IFNA16,Ifna16,Ensembl/Biomart
IFNA16,Ifna2,Ensembl/Biomart
IFNA16,Ifna4,Ensembl/Biomart
IFNA16,Ifna5,Ensembl/Biomart
IFNA16,Ifna6,Ensembl/Biomart
IFNA16,Ifna7,Ensembl/Biomart
IFNA16,Ifna9,Ensembl/Biomart
IFNA16,Ifnab,Ensembl/Biomart
IFNA17,Ifna1,Ensembl/Biomart
IFNA17,Ifna11,Ensembl/Biomart
IFNA17,Ifna12,Ensembl/Biomart
IFNA17,Ifna13,Ensembl/Biomart
IFNA17,Ifna14,Ensembl/Biomart
IFNA17,Ifna15,Ensembl/Biomart
IFNA17,Ifna16,Ensembl/Biomart
IFNA17,Ifna2,Ensembl/Biomart
IFNA17,Ifna4,Ensembl/Biomart
IFNA17,Ifna5,Ensembl/Biomart
IFNA17,Ifna6,Ensembl/Biomart
IFNA17,Ifna7,Ensembl/Biomart
IFNA17,Ifna9,Ensembl/Biomart
IFNA17,Ifnab,Ensembl/Biomart
IFNA2,Ifna1,Ensembl/Biomart
IFNA2,Ifna11,Ensembl/Biomart
IFNA2,Ifna12,Ensembl/Biomart
IFNA2,Ifna13,Ensembl/Biomart
IFNA2,Ifna14,Ensembl/Biomart
IFNA2,Ifna15,Ensembl/Biomart
IFNA2,Ifna16,Ensembl/Biomart
IFNA2,Ifna2,Ensembl/Biomart
IFNA2,Ifna4,Ensembl/Biomart
IFNA2,Ifna5,Ensembl/Biomart
